,input id,low value,high value,correlation,secret value,testset name
0,0.0,4.95703125,4.95703125,0.809472523445247,4.956986428124406,batina_results
1,0.0,-4.95703125,-4.95703125,0.772470992829943,4.956986428124406,batina_results
2,0.0,4.953125,4.953125,0.7033251557112525,4.956986428124406,batina_results
3,0.0,4.94921875,4.94921875,0.6811482255672183,4.956986428124406,batina_results
4,0.0,4.9609375,4.9609375,0.6744264835844404,4.956986428124406,batina_results
5,0.0,-4.953125,-4.953125,0.6633247060309653,4.956986428124406,batina_results
6,0.0,-4.94921875,-4.94921875,0.6442254831837027,4.956986428124406,batina_results
7,0.0,4.96484375,4.96484375,0.6415712042526769,4.956986428124406,batina_results
8,0.0,4.9453125,4.9453125,0.6406728323051681,4.956986428124406,batina_results
9,0.0,-4.9609375,-4.9609375,0.6361404872597723,4.956986428124406,batina_results
10,0.0,3.3359375,3.3359375,0.7926645312224854,3.336128825381648,batina_results
11,0.0,-3.3359375,-3.3359375,0.75941320832107,3.336128825381648,batina_results
12,0.0,3.33984375,3.33984375,0.7217181655409244,3.336128825381648,batina_results
13,0.0,3.337890625,3.337890625,0.7060046422073387,3.336128825381648,batina_results
14,0.0,3.333984375,3.333984375,0.7035428069728759,3.336128825381648,batina_results
15,0.0,-3.33984375,-3.33984375,0.6932201403992108,3.336128825381648,batina_results
16,0.0,3.33203125,3.33203125,0.6909107677219204,3.336128825381648,batina_results
17,0.0,3.341796875,3.341796875,0.6900452738988209,3.336128825381648,batina_results
18,0.0,-3.333984375,-3.333984375,0.6756428116030887,3.336128825381648,batina_results
19,0.0,3.328125,3.328125,0.6735587425946202,3.336128825381648,batina_results
20,0.0,2.8359375,2.8359375,0.7294530496014328,2.8366883764891995,batina_results
21,0.0,2.837890625,2.837890625,0.7189196983382657,2.8366883764891995,batina_results
22,0.0,2.828125,2.828125,0.7063416798553798,2.8366883764891995,batina_results
23,0.0,-2.8359375,-2.8359375,0.6956541135866267,2.8366883764891995,batina_results
24,0.0,2.83203125,2.83203125,0.6936409572165679,2.8366883764891995,batina_results
25,0.0,2.833984375,2.833984375,0.6933456472672856,2.8366883764891995,batina_results
26,0.0,-2.837890625,-2.837890625,0.6864694323286694,2.8366883764891995,batina_results
27,0.0,2.841796875,2.841796875,0.6791446242415613,2.8366883764891995,batina_results
28,0.0,2.826171875,2.826171875,0.6767440626757518,2.8366883764891995,batina_results
29,0.0,2.84375,2.84375,0.6720507961242337,2.8366883764891995,batina_results
30,0.0,1.095703125,1.095703125,0.4708898443973647,1.0955823944456795,batina_results
31,0.0,-1.095703125,-1.095703125,0.38147966359185276,1.0955823944456795,batina_results
32,0.0,1.0947265625,1.0947265625,0.378038841267324,1.0955823944456795,batina_results
33,0.0,1.0966796875,1.0966796875,0.33694687606010804,1.0955823944456795,batina_results
34,0.0,1.09375,1.09375,0.32365141061129266,1.0955823944456795,batina_results
35,0.0,1.09765625,1.09765625,0.30613376546003923,1.0955823944456795,batina_results
36,0.0,-1.0947265625,-1.0947265625,0.2924670062694513,1.0955823944456795,batina_results
37,0.0,1.091796875,1.091796875,0.28602861855096684,1.0955823944456795,batina_results
38,0.0,1.0927734375,1.0927734375,0.25824200696161853,1.0955823944456795,batina_results
