,input id,low value,high value,correlation,secret value,testset name
0,-2.0,7.951717924627799e-27,7.951717924627799e-27,0.442866851188855,2.46153133469669,batina_results
1,-2.0,1.4668330550193787e-07,1.4668330550193787e-07,0.442866851188855,2.46153133469669,batina_results
2,-2.0,3.415236843329339e-17,3.415236843329339e-17,0.4409552525317355,2.46153133469669,batina_results
3,-2.0,5.211237859084074e-22,5.211237859084074e-22,0.43625087075877506,2.46153133469669,batina_results
4,-2.0,1.2133358649639586e-31,1.2133358649639586e-31,0.43625087075877506,2.46153133469669,batina_results
5,-2.0,2.2382096176443156e-12,2.2382096176443156e-12,0.43625087075877506,2.46153133469669,batina_results
6,-2.0,0.009613037109375,0.009613037109375,0.43625087075877506,2.46153133469669,batina_results
7,-2.0,8.743006318923108e-15,8.743006318923108e-15,0.4183439430846606,2.46153133469669,batina_results
8,-2.0,3.7550926208496094e-05,3.7550926208496094e-05,0.4178530218204892,2.46153133469669,batina_results
9,-2.0,2.0356397887047165e-24,2.0356397887047165e-24,0.4178530218204892,2.46153133469669,batina_results
10,-1.0,2.9622457640721645e-35,2.9622457640721645e-35,0.43748525874985317,2.46153133469669,batina_results
11,-1.0,8.337980574534519e-21,8.337980574534519e-21,0.43184847159626627,2.46153133469669,batina_results
12,-1.0,3.581135388230905e-11,3.581135388230905e-11,0.43184847159626627,2.46153133469669,batina_results
13,-1.0,1.9413373839423337e-30,1.9413373839423337e-30,0.43184847159626627,2.46153133469669,batina_results
14,-1.0,0.15380859375,0.15380859375,0.43184847159626605,2.46153133469669,batina_results
15,-1.0,1.3988810110276972e-13,1.3988810110276972e-13,0.4303731590061688,2.46153133469669,batina_results
16,-1.0,7.583349156024741e-33,7.583349156024741e-33,0.4303731590061688,2.46153133469669,batina_results
17,-1.0,3.2570236619275465e-23,3.2570236619275465e-23,0.4303731590061688,2.46153133469669,batina_results
18,-1.0,0.0006008148193359375,0.0006008148193359375,0.4303731590061688,2.46153133469669,batina_results
19,-1.0,2.346932888031006e-06,2.346932888031006e-06,0.42973870738284525,2.46153133469669,batina_results
20,0.0,2.4609375,2.4609375,0.7051977858961969,2.46153133469669,batina_results
21,0.0,2.458984375,2.458984375,0.700562367109228,2.46153133469669,batina_results
22,0.0,2.462890625,2.462890625,0.6751006365438228,2.46153133469669,batina_results
23,0.0,1.334076891925523e-19,1.334076891925523e-19,0.6743364203695396,2.46153133469669,batina_results
24,0.0,1.3330181007414552e-19,1.3330181007414552e-19,0.6722561707822915,2.46153133469669,batina_results
25,0.0,2.470703125,2.470703125,0.6717545563490885,2.46153133469669,batina_results
26,0.0,2.46484375,2.46484375,0.6710948948682781,2.46153133469669,batina_results
27,0.0,2.466796875,2.466796875,0.6697002473017198,2.46153133469669,batina_results
28,0.0,2.47265625,2.47265625,0.6654841467488738,2.46153133469669,batina_results
29,0.0,2.46875,2.46875,0.658916806091319,2.46153133469669,batina_results
30,1.0,2.4609375,2.4609375,0.4715809646183427,2.46153133469669,batina_results
31,1.0,1.334076891925523e-19,1.334076891925523e-19,0.45135788478842565,2.46153133469669,batina_results
32,1.0,5.729816621169448e-10,5.729816621169448e-10,0.4262701429905332,2.46153133469669,batina_results
33,1.0,3.106139814307734e-29,3.106139814307734e-29,0.4262701429905332,2.46153133469669,batina_results
34,1.0,2.458984375,2.458984375,0.4060343234154769,2.46153133469669,batina_results
35,1.0,2.462890625,2.462890625,0.40222574161030744,2.46153133469669,batina_results
36,1.0,8.743006318923108e-15,8.743006318923108e-15,0.3964400660191972,2.46153133469669,batina_results
37,1.0,2.0356397887047165e-24,2.0356397887047165e-24,0.3964400660191972,2.46153133469669,batina_results
38,1.0,4.739593222515463e-34,4.739593222515463e-34,0.3964400660191972,2.46153133469669,batina_results
39,1.0,3.7550926208496094e-05,3.7550926208496094e-05,0.39644006601919707,2.46153133469669,batina_results
40,2.0,2.462890625,2.462890625,0.36706513458877427,2.46153133469669,batina_results
41,2.0,1.335135683109591e-19,1.335135683109591e-19,0.3617400308307937,2.46153133469669,batina_results
42,2.0,2.4609375,2.4609375,0.3609236319689582,2.46153133469669,batina_results
43,2.0,5.734364094678313e-10,5.734364094678313e-10,0.3557849397419747,2.46153133469669,batina_results
44,2.0,3.1086050046365496e-29,3.1086050046365496e-29,0.3557849397419747,2.46153133469669,batina_results
45,2.0,1.334076891925523e-19,1.334076891925523e-19,0.35574648018104094,2.46153133469669,batina_results
46,2.0,5.729816621169448e-10,5.729816621169448e-10,0.3499193248017,2.46153133469669,batina_results
47,2.0,3.106139814307734e-29,3.106139814307734e-29,0.3499193248017,2.46153133469669,batina_results
48,2.0,2.037255375838609e-24,2.037255375838609e-24,0.349221120425667,2.46153133469669,batina_results
49,2.0,8.749945212827015e-15,8.749945212827015e-15,0.349221120425667,2.46153133469669,batina_results
50,3.0,9.387731552124023e-06,9.387731552124023e-06,0.43003264308113226,2.46153133469669,batina_results
51,3.0,5.089099471761791e-25,5.089099471761791e-25,0.4300326430811322,2.46153133469669,batina_results
52,3.0,1.1848983056288658e-34,1.1848983056288658e-34,0.4300326430811322,2.46153133469669,batina_results
53,3.0,2.185751579730777e-15,2.185751579730777e-15,0.4300326430811322,2.46153133469669,batina_results
54,3.0,4.628509006362757e-37,4.628509006362757e-37,0.43002750602668527,2.46153133469669,batina_results
55,3.0,3.6670826375484467e-08,3.6670826375484467e-08,0.43002750602668527,2.46153133469669,batina_results
56,3.0,1.9879294811569497e-27,1.9879294811569497e-27,0.43002750602668527,2.46153133469669,batina_results
