,input id,low value,high value,correlation,secret value
0,-1.0,1.3216251134872437,1.3216257095336914,0.9996696032870704,1.3216252548373166
1,0.0,0.08260154724121094,0.08260250091552734,0.9592171643181396,1.3216252548373166
2,0.0,3.038676381111145,3.0386769771575928,0.9997249015535108,3.0386765075916027
3,-1.0,0.18991661071777344,0.18991756439208984,0.974804531789936,3.0386765075916027
4,0.0,-3.0386769771575928,-3.038676381111145,0.9633637868561404,3.0386765075916027
5,-1.0,0.2644634246826172,0.2644643783569336,1.0,0.26446373932052025
6,-2.0,4.231419563293457,4.231420159339905,0.9858385998328876,0.26446373932052025
7,1.0,-0.2644643783569336,-0.2644634246826172,0.9630469775566486,0.26446373932052025
8,0.0,-1.7930901050567627,-1.793089509010315,0.9996883572048746,-1.7930896349511762
9,0.0,-0.448272705078125,-0.4482717514038086,0.9794241149384338,-1.7930896349511762
10,0.0,0.7581984996795654,0.7581990957260132,0.9993274729754364,0.7581985306963257
11,-1.0,3.0327939987182617,3.032794594764709,0.9724496412509228,0.7581985306963257
12,0.0,0.047386932373046885,0.0473876953125,0.9547107052987936,0.7581985306963257
13,1.0,-0.7581990957260132,-0.7581984996795654,0.9543707876035092,0.7581985306963257
14,1.0,-0.4912567138671875,-0.4912561178207398,0.999921143051984,-0.491256323262343
15,0.0,-1.9650256633758545,-1.9650250673294067,0.9827800325732464,-0.491256323262343
16,1.0,0.4912557601928711,0.4912567138671875,0.9642869797862426,-0.491256323262343
17,2.0,-0.1109933853149414,-0.110992431640625,1.0,-0.11099253654344964
18,0.0,-1.775881052017212,-1.7758804559707642,0.9949600721368618,-0.11099253654344964
19,0.0,-0.4439706802368164,-0.4439697265625,0.9805289842221356,-0.11099253654344964
20,0.0,0.2876272201538086,0.287628173828125,0.9665490640440372,1.1505121198798038
21,1.0,-1.1505126953125,-1.1505120992660522,0.9462999048818974,1.1505121198798038
22,-1.0,2.655373215675354,2.6553738117218018,1.0,2.6553733026375763
23,-1.0,0.16596031188964844,0.16596126556396484,0.9802994430833996,2.6553733026375763
24,0.0,-2.6553738117218018,-2.655373215675354,0.9607578685483223,2.6553733026375763
25,0.0,-0.17548084259033206,-0.17547988891601562,0.9994996412382966,-0.1754807760196534
26,-1.0,-0.17548084259033206,-0.17548024654388428,0.993324018408277,-0.1754807760196534
27,1.0,-0.04387054443359376,-0.043869781494140635,0.971566483972626,-0.1754807760196534
28,-1.0,1.4253270626068115,1.4253276586532593,0.9998462288483176,1.4253271151570277
29,0.0,0.35633087158203125,0.3563318252563477,0.9695667610352208,1.4253271151570277
